id	nombre_titular	apellido_titular	número_cuenta	tipo_cuenta	 saldo_actual 	fecha_ultimo_movimiento	fecha_apertura	sucursal	ciudad_sucursal	Numero días inactivo	Cliente	 Valor UVR FECHA 	 SALDO UVR 	Es reportable?	
351	Adela	Portingale	107006091	ahorros	" 119,628 "	3/4/2022	5/12/2016	LAKEWOOD	Tarata	1213.00	Inactivo	 294 	 406 	No	
352	Trudy	Heaffey	67001699	ahorros	" 34,114 "	3/13/2021	5/19/2017	WAYNE	Nong Phok	1569.00	Inactivo	 277 	 123 	Si	
353	Jena	Bolan	111904231	corriente	" 75,808 "	5/4/2023	9/20/2018	SAN SABA	San Francisco	787.00	Inactivo	 343 	 221 	Si	
354	Myrah	Laxon	21206676	ahorros	" 120,489 "	1/28/2025	8/2/2018	READING	Gap	152.00	Activo	 378 	 319 	No	
355	Jaine	Shearmur	64108757	corriente	" 180,768 "	3/11/2023	12/31/2016	CINCINNATI	Santa Eulalia	841.00	Inactivo	 335 	 540 	No	
356	Carol-jean	Burgiss	81001727	ahorros	" 28,086 "	8/27/2023	12/22/2018	CLEVELAND	Yashiro	672.00	Inactivo	 351 	 80 	Si	
357	Robbyn	Grosier	111924800	corriente	" 57,193 "	7/28/2023	12/1/2016	KINGFISHER	Alajuela	702.00	Inactivo	 349 	 164 	Si	
358	Stephannie	Hutchens	113007835	ahorros	" 147,585 "	11/23/2021	8/22/2017	ROSEMONT	Chuangwang	1314.00	Inactivo	 288 	 513 	No	
359	Dugald	De Witt	61102701	corriente	" 116,575 "	6/27/2022	3/6/2016	BLAIRSVILLE	Xiashan	1098.00	Inactivo	 309 	 377 	No	
360	Jenelle	Harding	251472555	corriente	" 130,134 "	10/13/2024	3/4/2017	RUTHER GLEN	Várzea	259.00	Activo	 376 	 346 	No	
361	Eliza	Zanicchelli	103110813	corriente	" 136,044 "	10/9/2020	5/13/2016	COMMERCE	Néos Skopós	1724.00	Inactivo	 275 	 495 	No	
362	Gratiana	Marcinkowski	67001699	ahorros	" 118,165 "	8/7/2023	10/16/2017	WAYNE	Cipanjang	692.00	Inactivo	 350 	 338 	No	
363	Pren	Sudddard	104913048	ahorros	" 60,601 "	6/22/2024	8/2/2017	DAVID CITY	Notsé	372.00	Inactivo	 373 	 163 	Si	
364	Tristan	Wozencraft	114916019	ahorros	" 76,244 "	5/17/2021	2/27/2018	HEBBRONVILLE	Pingtian	1504.00	Inactivo	 280 	 272 	Si	
365	Shoshanna	Chittey	274970801	ahorros	" 97,453 "	9/19/2021	9/13/2018	NAPERVILLE	Quibal	1379.00	Inactivo	 286 	 341 	No	
366	Tobin	Venediktov	61092691	ahorros	" 214,934 "	11/24/2024	11/29/2016	MACON	Leles	217.00	Activo	 377 	 571 	No	
367	Fern	Spread	82900429	corriente	" 74,500 "	3/31/2024	11/25/2018	RICHMOND	Edissiya	455.00	Inactivo	 366 	 204 	Si	
368	Kayley	Main	113105070	corriente	" 95,789 "	7/9/2021	8/4/2016	CENTER	Tivat	1451.00	Inactivo	 284 	 337 	No	
369	Piper	Gockeler	107004637	ahorros	" 169,510 "	10/14/2023	9/21/2017	LAKEWOOD	Savonranta	624.00	Inactivo	 354 	 479 	No	
370	Darwin	Jarville	104901911	corriente	" 202,444 "	1/8/2024	3/1/2017	ASHLAND	Balibagan Oeste	538.00	Inactivo	 358 	 565 	No	
371	Lexy	Heinzler	91215927	ahorros	" 166,377 "	3/5/2020	2/13/2018	ST. PAUL	Munturkaju	1942.00	Inactivo	 272 	 611 	No	
372	Yvette	Tedahl	61092332	ahorros	" 137,079 "	7/28/2023	1/29/2018	ATLANTA	Yashao	702.00	Inactivo	 349 	 392 	No	
373	Derick	Twitty	101002949	ahorros	" 67,541 "	10/20/2022	6/10/2018	KANSAS CITY	Jielong	983.00	Inactivo	 318 	 212 	Si	
374	Kristine	Millea	122401781	ahorros	" 144,580 "	4/8/2023	7/14/2018	ST PAUL	Cheping	813.00	Inactivo	 340 	 425 	No	
375	Glenden	Hulkes	82901460	corriente	" 138,835 "	5/22/2020	2/23/2017	DEQUEEN	Santa Inês	1864.00	Inactivo	 276 	 503 	No	
376	Brigitta	Bristoe	104913912	ahorros	" 46,372 "	3/7/2023	8/3/2018	GRETNA	Daji	845.00	Inactivo	 334 	 139 	Si	
377	Jacquenetta	Assad	242272816	ahorros	" 121,848 "	6/15/2020	8/31/2016	WHEELING	Shibetsu	1840.00	Inactivo	 277 	 441 	No	
378	Cosme	Wabb	67014123	ahorros	" 34,997 "	11/16/2021	10/7/2018	LAFAYETTE	Buerarema	1321.00	Inactivo	 288 	 122 	Si	
379	Lyndell	Garrish	75902065	corriente	" 67,524 "	5/23/2020	11/21/2018	NAPERVILLE	Masindi	1863.00	Inactivo	 276 	 244 	Si	
380	Shirleen	Crinidge	101101662	ahorros	" 131,269 "	1/23/2022	1/25/2016	PRATT	Kwolla	1253.00	Inactivo	 290 	 453 	No	
381	Jakie	Skitteral	75000734	corriente	" 95,175 "	11/9/2024	10/8/2017	NAPERVILLE	Bolembre	232.00	Activo	 377 	 253 	No	
382	Padraig	Brooke	91001322	corriente	" 146,946 "	10/14/2024	11/6/2016	BLOOMINGTON	Östersund	258.00	Activo	 376 	 391 	No	
383	Broderick	Yankeev	55001054	ahorros	" 108,498 "	6/4/2023	5/8/2016	PITTSBURGH	Rancho Viejo	756.00	Inactivo	 346 	 313 	Si	
384	Bernete	Curtoys	71000013	ahorros	" 190,819 "	2/23/2022	10/26/2018	BELLEVILLE	Hokor	1222.00	Inactivo	 293 	 652 	No	
385	Norby	Cardew	86518749	corriente	" 101,516 "	11/29/2022	8/4/2016	TUPELO	Dadu	943.00	Inactivo	 322 	 315 	Si	
386	Shanna	Cashford	11301798	corriente	" 30,073 "	3/12/2023	5/7/2018	LYNN	Rostov	840.00	Inactivo	 335 	 90 	Si	
387	Francklyn	Keeler	75901710	corriente	" 157,103 "	12/15/2021	6/4/2016	NAPERVILLE	Rawuk	1292.00	Inactivo	 288 	 546 	No	
388	Othilia	Burrells	43306855	ahorros	" 179,038 "	3/16/2021	2/3/2017	INDIANA	Gelgaudiškis	1566.00	Inactivo	 277 	 646 	No	
389	Berkie	Feckey	86519311	ahorros	" 186,775 "	11/29/2021	3/28/2016	PINE BLUFF	Tangcun	1308.00	Inactivo	 288 	 649 	No	
390	Glennie	Sarten	91201915	corriente	" 86,232 "	4/12/2021	4/28/2016	BLUE EARTH	Bazi	1539.00	Inactivo	 279 	 309 	Si	
391	Lawton	Sclater	63015537	ahorros	" 17,365 "	10/7/2023	10/22/2018	ATLANTA	Péfki	631.00	Inactivo	 354 	 49 	Si	
392	Rosabel	Jacquet	275071314	corriente	" 176,622 "	11/12/2021	9/19/2018	NAPERVILLE	Yanhu	1325.00	Inactivo	 288 	 614 	No	
393	Torie	Skeldinge	211070146	ahorros	" 62,257 "	3/30/2024	4/30/2016	LYNN	San Antonio	456.00	Inactivo	 365 	 170 	Si	
394	Lorry	Aikenhead	91200738	ahorros	" 16,532 "	3/16/2021	6/18/2016	CHISHOLM	Mkushi	1566.00	Inactivo	 277 	 60 	Si	
395	Marna	Lamp	65405132	corriente	" 56,584 "	8/6/2024	1/26/2018	RICHMOND	Ccuntuma	327.00	Activo	 375 	 151 	No	
396	Pierette	De Angelis	11401533	corriente	" 17,548 "	12/29/2022	2/11/2017	RIVERSIDE	Kudusan	913.00	Inactivo	 324 	 54 	Si	
397	Caleb	Sherebrooke	267090691	ahorros	" 114,389 "	6/28/2023	8/16/2018	MIAMI	Daxing	732.00	Inactivo	 348 	 329 	No	
398	Bear	Utteridge	56009233	corriente	" 138,211 "	1/26/2022	1/27/2017	AMHERST	Glinojeck	1250.00	Inactivo	 290 	 476 	No	
399	Ana	Lucas	31309385	corriente	" 32,968 "	12/13/2023	6/5/2017	HERMITAGE	Zalaegerszeg	564.00	Inactivo	 357 	 92 	Si	
400	Barbabra	Soal	113024177	corriente	" 187,845 "	11/17/2021	9/19/2016	JACKSON	Jinqu	1320.00	Inactivo	 288 	 653 	No	
401	Sadie	Fairholm	42100272	ahorros	" 112,557 "	1/15/2020	3/30/2017	CINCINNATI	Caujul	1992.00	Inactivo	 271 	 416 	No	
402	Rowen	Grennan	122106455	ahorros	" 131,256 "	2/2/2021	11/27/2018	KILLEEN	Shaoha	1608.00	Inactivo	 275 	 476 	No	
403	Genny	Spaldin	62204006	corriente	" 24,360 "	7/15/2022	9/1/2016	STARKVILLE	Gjoçaj	1080.00	Inactivo	 311 	 78 	Si	
404	Emogene	Gimson	123202293	corriente	" 62,451 "	5/21/2020	5/9/2016	SPOKANE	Daduchuan	1865.00	Inactivo	 276 	 226 	Si	
405	Bob	Orys	63104215	corriente	" 69,123 "	2/2/2025	4/24/2016	RICHMOND	Huangbayi	147.00	Activo	 378 	 183 	No	
406	Tonie	Girauld	211470319	ahorros	" 140,292 "	1/12/2020	9/24/2018	RICHMOND	Selaphum	1995.00	Inactivo	 271 	 518 	No	
407	Cody	Hardaker	71923543	ahorros	" 164,466 "	2/16/2020	1/21/2018	NAPERVILLE	Punsu	1960.00	Inactivo	 272 	 606 	No	
408	Brook	D'Ambrogio	104106583	ahorros	" 95,216 "	1/14/2020	7/29/2016	MAYWOOD	Bussum	1993.00	Inactivo	 271 	 352 	No	
409	Sibel	Craney	111904231	corriente	" 91,517 "	7/31/2020	7/10/2018	SAN SABA	Ciseuseupan	1794.00	Inactivo	 275 	 333 	No	
410	Constanta	Diplock	81001714	corriente	" 214,916 "	5/3/2020	8/25/2017	NAPERVILLE	Banyubang	1883.00	Inactivo	 275 	 780 	No	
411	Thorstein	Snowman	102100992	ahorros	" 123,388 "	3/25/2022	7/5/2018	KANSAS CITY	Heshan	1192.00	Inactivo	 298 	 414 	No	
412	Lise	Eickhoff	53207122	ahorros	" 194,388 "	9/7/2020	9/1/2016	WALHALLA	Sibayo	1756.00	Inactivo	 275 	 708 	No	
413	Micheil	Denison	61292433	corriente	" 118,884 "	8/31/2020	12/9/2016	MOULTRIE	Su?oszowa	1763.00	Inactivo	 275 	 433 	No	
414	Marielle	Terzi	73902287	corriente	" 89,524 "	2/20/2025	12/1/2018	HOLSTEIN	Khasht’arrak	129.00	Activo	 380 	 236 	No	
415	Minni	Yarrow	72401585	corriente	" 42,656 "	8/17/2023	5/4/2017	CLEVELAND	Bayt Dajan	682.00	Inactivo	 350 	 122 	Si	
416	Meryl	Selburn	104106583	corriente	" 82,346 "	3/27/2023	4/9/2018	MAYWOOD	Weekaka	825.00	Inactivo	 338 	 244 	Si	
417	Lorianna	Bethell	81210398	corriente	" 41,448 "	7/3/2023	8/3/2017	HARRISBURG	Santol	727.00	Inactivo	 348 	 119 	Si	
418	Benoit	Gomersall	103103354	corriente	" 66,596 "	2/8/2021	6/28/2018	OKARCHE	Isabela	1602.00	Inactivo	 276 	 242 	Si	
419	Danit	Ram	111901467	ahorros	" 137,214 "	4/14/2025	10/25/2018	GAINESVILLE	Gavrilov-Yam	76.00	Activo	 387 	 355 	No	
420	Brittaney	Cantera	21310326	ahorros	" 209,453 "	3/27/2025	1/8/2016	CANTON	San Bernardino	94.00	Activo	 384 	 545 	No	
421	Rivy	Lamborne	111321270	corriente	" 116,404 "	12/1/2023	4/24/2018	MIDLAND	Huanggexi	576.00	Inactivo	 357 	 326 	No	
422	Felicle	Mapstone	55000657	ahorros	" 94,633 "	12/5/2023	6/16/2018	PITTSBURGH	Patani	572.00	Inactivo	 357 	 265 	Si	
423	Talbert	Borchardt	81001387	corriente	" 207,182 "	11/30/2022	2/8/2018	BIRMINGHAM	Täby	942.00	Inactivo	 322 	 644 	No	
424	Field	Beels	53274168	corriente	" 156,402 "	6/6/2023	9/27/2017	N CHAS	Nevel’	754.00	Inactivo	 347 	 451 	No	
425	Cate	Missenden	86500634	corriente	" 164,982 "	4/17/2021	3/18/2018	JEFFERSON	Kimry	1534.00	Inactivo	 279 	 592 	No	
426	Xena	Baggarley	262285184	ahorros	" 123,142 "	12/1/2020	7/11/2016	PITTSBURGH	Laojiangjunjie	1671.00	Inactivo	 275 	 447 	No	
427	Orren	France	82900429	corriente	" 156,809 "	3/28/2022	6/22/2018	RICHMOND	Lauro de Freitas	1189.00	Inactivo	 298 	 526 	No	
428	Lurette	Loynton	67009390	corriente	" 140,175 "	10/14/2022	10/31/2018	MIAMI	Arroio Grande	989.00	Inactivo	 318 	 441 	No	
429	Calli	Gagen	62200783	corriente	" 87,641 "	8/28/2024	3/18/2017	BIRMINGHAM	Xishan	305.00	Activo	 375 	 233 	No	
430	Hillel	Coton	231372387	corriente	" 218,738 "	1/18/2023	7/9/2017	WYOMISSING	Pines	893.00	Inactivo	 326 	 671 	No	
431	Guillaume	Nudds	65201611	corriente	" 90,986 "	8/12/2020	6/30/2018	NEW ORLEANS	?oka	1782.00	Inactivo	 275 	 331 	No	
432	Elfreda	Udie	113125380	ahorros	" 141,085 "	9/12/2023	3/17/2017	DRIPPING SPRINGS	Gunjur Kuta	656.00	Inactivo	 352 	 401 	No	
433	Kermie	Nequest	114901859	corriente	" 104,969 "	9/23/2021	5/24/2018	TAYLOR	Al M?lik?yah	1375.00	Inactivo	 286 	 367 	No	
434	Minnaminnie	Ewbanche	42200279	corriente	" 14,536 "	6/6/2023	9/4/2017	CLEVELAND	Sekampung	754.00	Inactivo	 347 	 42 	Si	
435	Marshal	Beentjes	51404118	corriente	" 51,189 "	10/6/2023	8/19/2018	PITTSBURGH	Yaxi	632.00	Inactivo	 353 	 145 	Si	
436	Antonius	Balassa	101110543	corriente	" 137,767 "	6/6/2021	6/25/2016	PHILLIPSBURG	Sugihwaras	1484.00	Inactivo	 281 	 490 	No	
437	Gilles	Kubyszek	43403282	ahorros	" 99,118 "	10/19/2022	8/29/2016	WHEELING	Gualán	984.00	Inactivo	 318 	 311 	Si	
438	Griz	Ewbanke	11301646	ahorros	" 106,770 "	3/17/2025	5/29/2018	RICHMOND	Bartolomé Masó	104.00	Activo	 383 	 279 	No	
439	Blondy	Minico	51501299	corriente	" 196,534 "	2/8/2021	12/5/2017	BLUEFIELD	Jaboatão dos Guararapes	1602.00	Inactivo	 276 	 713 	No	
440	Salomon	Duckering	91904872	corriente	" 84,093 "	9/20/2022	8/14/2016	HAYFIELD	Mel’nikovo	1013.00	Inactivo	 315 	 267 	Si	
441	Ettore	Raeside	62102933	corriente	" 178,327 "	3/28/2020	6/25/2016	TUPELO	Phra Phutthabat	1919.00	Inactivo	 273 	 652 	No	
442	Kassie	Heers	31301846	ahorros	" 45,590 "	5/3/2025	6/30/2018	HERMITAGE	Nangalimang	57.00	Activo	 388 	 117 	No	
443	Vicky	Illing	51000017	ahorros	" 112,933 "	4/14/2024	6/25/2017	HENRICO	Gur’yevsk	441.00	Inactivo	 367 	 307 	Si	
444	Skippie	Dauber	11900571	corriente	" 105,607 "	2/5/2025	7/28/2017	HENRICO	Citundun	144.00	Activo	 378 	 279 	No	
445	Nicoli	MacNalley	83901744	corriente	" 161,277 "	4/17/2020	8/22/2016	BIRMINGHAM	Ciudad Bolívar	1899.00	Inactivo	 275 	 587 	No	
446	Merlina	Gillie	271971829	corriente	" 68,670 "	3/16/2023	11/2/2018	CINCINNATI	Zhangjiafan	836.00	Inactivo	 336 	 205 	Si	
447	Betteanne	Howson	103107402	corriente	" 170,853 "	10/22/2024	5/11/2016	ELMORE CITY	Ondangwa	250.00	Activo	 376 	 454 	No	
448	Michaela	Pallas	42206804	corriente	" 153,385 "	5/12/2025	5/13/2016	NEWARK	Noailles	48.00	Activo	 389 	 395 	No	
449	Trudie	Marris	111320006	corriente	" 73,128 "	4/26/2020	11/13/2017	ABILENE	Göteborg	1890.00	Inactivo	 275 	 266 	Si	
450	Cassius	Tertre	63109935	ahorros	" 164,492 "	12/11/2022	11/4/2018	CINCINNATI	Vientiane	931.00	Inactivo	 323 	 510 	No	
451	Keen	Conibear	42102018	ahorros	" 185,954 "	10/9/2022	2/26/2016	FRANKFORT	Russeifa	994.00	Inactivo	 317 	 586 	No	
452	Saunders	Klezmski	91206745	ahorros	" 122,261 "	11/14/2024	11/29/2016	MOUNTAIN IRON	Dengjia	227.00	Activo	 377 	 325 	No	
453	Trevor	Taffee	41001013	ahorros	" 119,989 "	8/19/2022	11/21/2017	MARIETTA	San Francisco	1045.00	Inactivo	 312 	 384 	No	
454	Mohandis	Jepson	325182755	corriente	" 95,742 "	5/5/2024	2/7/2017	SPOKANE	Garden Grove	420.00	Inactivo	 369 	 259 	Si	
455	Eddy	Bragge	61204463	ahorros	" 50,214 "	7/4/2023	7/3/2017	CHAS	Haruman	726.00	Inactivo	 348 	 144 	Si	
456	Fallon	Becom	84302698	ahorros	" 140,168 "	6/28/2024	5/21/2016	TREZEVANT	Riangderi	366.00	Inactivo	 373 	 376 	No	
457	Marney	Dain	122239021	corriente	" 120,856 "	5/16/2021	4/27/2016	RIVERSIDE	Rafaï	1505.00	Inactivo	 280 	 431 	No	
458	Saidee	Georgeon	125107736	corriente	" 55,306 "	10/9/2020	10/22/2018	SAN DIEGO	Serowe	1724.00	Inactivo	 275 	 201 	Si	
459	Anallese	Klicher	107000783	ahorros	" 210,963 "	6/12/2021	1/9/2017	BIRMINGHAM	Kunwi	1478.00	Inactivo	 282 	 749 	No	
460	Taffy	Pothbury	271172987	corriente	" 123,480 "	11/9/2021	8/20/2016	PARIS	Bergen	1328.00	Inactivo	 288 	 429 	No	
461	Timmy	Smallacombe	53201814	ahorros	" 150,404 "	8/19/2024	7/25/2016	BIRMINGHAM	Greensboro	314.00	Activo	 375 	 401 	No	
462	Gilda	Guerro	53904483	corriente	" 120,040 "	5/16/2020	4/28/2018	HENRICO	Skoki	1870.00	Inactivo	 276 	 435 	No	
463	Vasili	Langmead	54001709	corriente	" 13,082 "	7/7/2021	9/25/2017	BUFFALO	Bojonggaling	1453.00	Inactivo	 284 	 46 	Si	
464	Consuela	Fenty	91408501	ahorros	" 165,181 "	6/10/2023	6/24/2017	ST. PAUL	Benchu	750.00	Inactivo	 347 	 476 	No	
465	Calypso	Lavrick	111903151	corriente	" 50,952 "	10/5/2023	5/26/2018	HENDERSON	Tymbark	633.00	Inactivo	 353 	 144 	Si	
466	Homer	Nortunen	62200628	corriente	" 49,227 "	4/7/2025	6/28/2017	BIRMINGHAM	Bastos	83.00	Activo	 386 	 128 	No	
467	Daron	Michieli	122105715	corriente	" 40,644 "	4/25/2023	9/20/2016	OKLAHOMA CITY	G?ubczyce	796.00	Inactivo	 342 	 119 	Si	
468	Hillyer	Schiefersten	114909165	ahorros	" 64,684 "	3/15/2025	9/28/2016	HONDO	Mlawe	106.00	Activo	 383 	 169 	No	
469	Orelle	Hainsworth	73904188	corriente	" 188,032 "	3/10/2022	5/21/2016	SIOUX FALLS	Akouda	1207.00	Inactivo	 295 	 636 	No	
470	Farra	Slader	211872959	corriente	" 41,045 "	12/5/2022	6/10/2018	PITTSFIELD	Kristiansand S	937.00	Inactivo	 322 	 127 	Si	
471	Nicolais	Aizlewood	53208066	ahorros	" 170,998 "	8/19/2020	7/29/2017	MOULTRIE	Nazaré	1775.00	Inactivo	 275 	 623 	No	
472	Carma	Caughtry	265270222	corriente	" 122,498 "	2/18/2021	9/3/2017	LAYAYETTE	Stavanger	1592.00	Inactivo	 276 	 444 	No	
473	Neille	Roskelley	83905546	ahorros	" 140,627 "	10/4/2023	1/31/2017	MILTON	Ami	634.00	Inactivo	 353 	 398 	No	
474	Dallis	Apedaile	121135773	corriente	" 113,371 "	7/27/2022	2/24/2016	SAN JOSE	C?l?ra?i	1068.00	Inactivo	 311 	 364 	No	
475	Halley	Govier	74913233	ahorros	" 217,658 "	3/6/2020	7/3/2017	NAPERVILLE	Bela Vista do Paraíso	1941.00	Inactivo	 272 	 799 	No	
476	Sebastian	Screase	211170114	ahorros	" 182,296 "	1/10/2022	1/2/2018	RIVERSIDE	Tambak	1266.00	Inactivo	 289 	 631 	No	
477	Durand	Cawker	111103317	corriente	" 87,590 "	8/26/2020	3/12/2017	RICHMOND	Kallinge	1768.00	Inactivo	 275 	 319 	Si	
478	Sidney	Critcher	91216612	ahorros	" 12,006 "	10/25/2022	7/31/2016	TYNDALL	Longtan	978.00	Inactivo	 319 	 38 	Si	
479	Herbie	Reichelt	51403517	corriente	" 149,039 "	10/6/2021	11/5/2016	PITTSBURGH	Järna	1362.00	Inactivo	 286 	 520 	No	
480	Abel	Blaber	62102292	ahorros	" 151,274 "	10/29/2020	11/28/2017	BRUNDIDGE	Qom	1704.00	Inactivo	 275 	 550 	No	
481	Barry	Wenden	111324895	ahorros	" 182,990 "	1/17/2024	9/18/2016	SEYMOUR	Wangmang	529.00	Inactivo	 359 	 510 	No	
482	Luce	Pavie	75911373	corriente	" 57,174 "	7/4/2023	10/13/2017	BIRNAMWOOD	Dalai	726.00	Inactivo	 348 	 164 	Si	
483	Yank	De Pietri	226070856	ahorros	" 119,557 "	6/24/2022	10/25/2017	RICHMOND	Fort Lauderdale	1101.00	Inactivo	 309 	 387 	No	
484	Yancey	Ternent	75000103	ahorros	" 133,321 "	5/7/2023	3/6/2018	ST. PAUL	Roi Et	784.00	Inactivo	 344 	 388 	No	
485	Winny	Dunkersley	283079214	corriente	" 157,821 "	11/9/2020	2/14/2016	ALEXANDRIA	G?v?	1693.00	Inactivo	 275 	 573 	No	
486	Phillis	Dwelley	104905836	corriente	" 96,299 "	1/14/2020	6/27/2018	LOOMIS	Lazaro Cardenas	1993.00	Inactivo	 271 	 356 	No	
487	Ardis	Parish	31306168	ahorros	" 194,485 "	7/3/2020	2/9/2017	HERMITAGE	Bratslav	1822.00	Inactivo	 276 	 705 	No	
488	Wang	Andrus	63114946	corriente	" 47,454 "	12/23/2021	9/18/2017	ST CLOUD	Otradnoye	1284.00	Inactivo	 288 	 165 	Si	
489	Michaeline	Gallifont	71001588	ahorros	" 16,159 "	5/15/2021	7/8/2017	ROSEMONT	Pokrovskoye	1506.00	Inactivo	 280 	 58 	Si	
490	Enos	Hassell	67016037	ahorros	" 144,795 "	2/3/2023	7/8/2018	FT LAUDERDALE	Goranboy	877.00	Inactivo	 328 	 441 	No	
491	Eloise	Tampin	256072701	corriente	" 30,480 "	9/12/2023	7/21/2018	MINNEAPOLIS	Gouxaria	656.00	Inactivo	 352 	 87 	Si	
492	Tyrone	Fetherstone	84202248	corriente	" 165,978 "	10/6/2021	2/20/2017	TUPELO	Quintas	1362.00	Inactivo	 286 	 580 	No	
493	Linus	FitzAlan	74903337	ahorros	" 100,652 "	4/17/2020	1/15/2018	GREENSBURG	St. Catharines	1899.00	Inactivo	 275 	 367 	No	
494	Kermy	Kettlestring	71108669	ahorros	" 126,509 "	11/2/2021	10/13/2016	SULLIVAN	Kajar	1335.00	Inactivo	 287 	 440 	No	
495	Daveta	Grono	65201349	ahorros	" 76,405 "	8/10/2024	9/27/2018	LAFAYETTE	Banbalah	323.00	Activo	 375 	 204 	No	
496	Burlie	Renols	113002296	ahorros	" 49,158 "	2/20/2022	3/22/2017	JACINTO CITY	Plovdiv	1225.00	Inactivo	 292 	 168 	Si	
497	Niel	Bertwistle	101114552	ahorros	" 23,858 "	10/18/2022	5/4/2018	HOPE	Xinyuan	985.00	Inactivo	 318 	 75 	Si	
498	Forrest	Pulford	113024504	corriente	" 142,691 "	4/23/2025	5/6/2016	SUGAR LAND	Johor Bahru	67.00	Activo	 387 	 368 	No	
499	Annamaria	Frankum	322275487	ahorros	" 171,904 "	5/5/2022	12/21/2016	DOWNEY	Higuerote	1151.00	Inactivo	 303 	 567 	No	
500	Caroljean	Feldmark	211370354	ahorros	" 89,120 "	11/20/2022	8/16/2016	LYNN	Xiayang	952.00	Inactivo	 321 	 277 	Si	
501	Wyn	Joiner	111322813	ahorros	" 66,056 "	2/5/2022	8/29/2016	KINGFISHER	Circa	1240.00	Inactivo	 291 	 227 	Si	
502	Elwyn	Bremond	114909013	ahorros	" 48,010 "	6/3/2025	5/9/2017	BIRMINGHAM	Malie	26.00	Activo	 391 	 123 	No	
503	Hendrick	Robers	65104611	corriente	" 150,993 "	4/6/2024	2/8/2017	BIRMINGHAM	Esuk Oron	449.00	Inactivo	 366 	 412 	No	
504	Clemmy	McVrone	104902392	corriente	" 179,821 "	9/20/2023	3/6/2018	WISNER	Paka	648.00	Inactivo	 352 	 511 	No	
505	Suzanna	Beckensall	31311674	ahorros	" 85,517 "	4/29/2023	2/22/2018	INDIANA	Baro Kunda	792.00	Inactivo	 343 	 249 	Si	
506	Jesus	Bolesma	253170253	ahorros	" 217,480 "	2/17/2020	10/20/2016	ASHEBORO	Wschowa	1959.00	Inactivo	 272 	 801 	No	
507	Karol	McCourtie	61001323	ahorros	" 100,077 "	11/28/2022	5/28/2018	RICHMOND	Wanrongjiang	944.00	Inactivo	 322 	 311 	Si	
508	Kippie	Robic	21000322	corriente	" 57,703 "	12/12/2020	10/25/2017	RICHMOND	Marseille	1660.00	Inactivo	 275 	 210 	Si	
509	Tedie	Dehn	62202257	corriente	" 16,584 "	6/14/2023	3/14/2016	SULLIGENT	Wiset Chaichan	746.00	Inactivo	 347 	 48 	Si	
510	Ronda	Mityashin	91802877	ahorros	" 84,240 "	3/2/2024	10/2/2018	RIVER FALLS	Solna	484.00	Inactivo	 362 	 233 	Si	
511	Lorelle	Stradling	53111836	ahorros	" 58,608 "	10/11/2021	10/21/2018	BLUEFIELD	Salaya	1357.00	Inactivo	 287 	 205 	Si	
512	Bogart	Harron	82901868	corriente	" 17,674 "	9/10/2024	12/25/2016	PINE BLUFF	El Fureid?s	292.00	Activo	 376 	 47 	No	
513	Graehme	Batterton	52173464	ahorros	" 194,301 "	5/11/2020	11/15/2017	AMHERST	Horodok	1875.00	Inactivo	 276 	 704 	No	
514	Andrea	Coryndon	322270521	corriente	" 124,050 "	8/30/2022	4/21/2017	TAMPA	Morelos	1034.00	Inactivo	 313 	 396 	No	
515	Vanessa	Shillom	83002533	corriente	" 110,220 "	4/26/2025	5/3/2017	LEXINGTON	Shiraz	64.00	Activo	 388 	 284 	No	
516	Feodor	Pemberton	107005047	corriente	" 149,505 "	10/31/2022	11/15/2016	LAKEWOOD	Kaliwates	972.00	Inactivo	 319 	 468 	No	
517	Shem	Allden	104000016	corriente	" 46,317 "	4/3/2025	9/28/2018	OMAHA	Galutu	87.00	Activo	 385 	 120 	No	
518	Diahann	Perchard	71002257	corriente	" 21,001 "	6/22/2024	10/15/2017	ROSEMONT	Lidköping	372.00	Inactivo	 373 	 56 	Si	
519	Dory	Eneas	11002550	corriente	" 209,140 "	6/3/2023	10/26/2017	LYNN	Tallahassee	757.00	Inactivo	 346 	 604 	No	
520	Ysabel	Geane	53110112	corriente	" 134,478 "	4/19/2023	3/12/2017	MINNEAPOLIS	Pulupandan	802.00	Inactivo	 342 	 394 	No	
521	Krystalle	Welden	272471179	ahorros	" 210,372 "	6/29/2023	4/9/2018	MIDLAND	Paphos	731.00	Inactivo	 348 	 604 	No	
522	Diana	Sausman	21272655	ahorros	" 155,360 "	11/17/2020	8/25/2017	NEW CASTLE	Nioro	1685.00	Inactivo	 275 	 564 	No	
523	Sandie	Mantha	241270291	ahorros	" 97,961 "	12/18/2021	10/14/2017	COLUMBUS	Amangarh	1289.00	Inactivo	 288 	 340 	No	
524	Maurise	Mersey	103112617	corriente	" 175,399 "	8/17/2021	12/22/2016	MENA	Gontar	1412.00	Inactivo	 285 	 616 	No	
525	Edi	Yacob	281073555	ahorros	" 152,213 "	8/26/2023	11/2/2016	CHAMPAIGN	Atlanta	673.00	Inactivo	 351 	 434 	No	
526	Shela	Gawthrope	111101995	ahorros	" 146,547 "	7/22/2022	4/14/2016	RICHMOND	Orenburg	1073.00	Inactivo	 311 	 471 	No	
